X,Y,OBJECTID,NAME,ALIAS1,ALIAS2,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,JURISDICTION,RESTROOMS,Lat,Lon,Notes,ObjectID_1,GlobalID,CreationDate,Creator,EditDate,Editor,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN
-78.633230467247159,35.769542656380885,43,John P Top Greene Park,,,"401 Martin Luther King Jr. Blvd, Raleigh, NC","401 Martin Luther King Jr. Blvd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/TopGreene.html,919-831-6527,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,City of Raleigh,No,35.76953558,-78.63322786,,,1a186ea0-fc87-465d-8998-0ccd46c96fe2,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.711898530297901,35.774798904561941,44,Kaplan Park,,,"5208 Kaplan Dr, Raleigh, NC","5208 Kaplan Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,City of Raleigh,No,35.77479183,-78.7118959,,,e39596c8-90a7-4b04-bf0f-e31f7dd9a2c5,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.69596776591446,35.776073466040842,45,Kentwood Park,,,"4531 Kaplan Dr, Raleigh, NC","4531 Kaplan Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/KentwoodPark.html,919-831-6640,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,City of Raleigh,Yes,35.77606639,-78.69596514,,,04f879ed-d40e-4e66-9927-ce3c8688ab26,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.618478190421783,35.744615082304001,46,Kingwood Forest Park,,,"2610 Evers Dr, Raleigh, NC","2610 Evers Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundKingwoodForest.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,City of Raleigh,No,35.74460801,-78.61847559,,,2a17087c-6124-4441-b357-3d3e58684923,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,
-78.631777909147516,35.817185756615743,47,Kiwanis Park,,,"2525 Noble Rd, Raleigh, NC","2525 Noble Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/KiwanisParkAndCenter.html,919-870-2880,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,City of Raleigh,No,35.81717867,-78.6317753,,,2045b778-9176-469b-a650-f33e789ff433,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,,,
-78.713812270918169,35.76321691227453,48,Lake Johnson Park,,,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeJohnsonPark.html,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,City of Raleigh,Yes,35.76320984,-78.71380964,,,9d934a97-0e58-4471-9830-2d45c50a2ff0,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.714032450841032,35.757828401443263,49,Lake Johnson Nature Preserve,,,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeJohnsonPark.html,919-233-2121,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,City of Raleigh,No,35.75782133,-78.71402982,,,77470773-1304-4fd4-94b0-f3537afa4399,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.698047812969449,35.888002930141333,50,Lake Lynn Park,,,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeLynnCommunityCenter.html,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,City of Raleigh,No,35.88799583,-78.69804518,,,8dc26499-b8f7-4480-b172-315bf18f0bcb,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.699473212358782,35.691762737663964,51,Lake Wheeler Park,,,"6404 Lake Wheeler Rd, Raleigh, NC","6404 Lake Wheeler Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeWheeler.html,919-662-5704,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,City of Raleigh,Yes,35.69175568,-78.69947059,,,7e6f4961-bb23-4533-a98a-ff27557222df,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,
-78.626007855207277,35.783249200261928,52,Lane Street Park,,,"920 E Lane St, Raleigh, NC","920 E Lane St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LaneStreetPark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,City of Raleigh,No,35.78324212,-78.62600525,,,bb72f07d-39d4-4168-bd47-0a359707d73d,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.663084546805237,35.7963007314126,53,Latta Property,,,"1001 Parker St, Raleigh, NC","1001 Parker St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.79629365,-78.66308193,,,b8abd679-c0df-47d2-a618-864f5837c930,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.697489879244813,35.829768837070503,54,Laurel Hills Park,,,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LaurelHillsMainPage.html,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,City of Raleigh,Yes,35.82976175,-78.69748725,,,57b7eeb7-065a-4914-8359-d5be2388fe9d,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.715158048169002,35.884554568328255,56,Leesville Park,,,"8000 Hilburn Dr, Raleigh, NC","8000 Hilburn Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundLeesville.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,City of Raleigh,Yes,35.88454747,-78.71515541,,,91cfbd29-966b-4f5c-a344-bf93d4a268e4,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,
-78.648757001312205,35.773453616792466,57,Lenoir Street Park,,,"626 W Lenoir St, Raleigh, NC","626 W Lenoir St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundLenoirStreet.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,City of Raleigh,No,35.77344654,-78.64875439,,,7eb1a31a-fa8e-49ff-aec1-ccc3364335d8,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.613674792564737,35.796964533777277,58,Lions Park,,,"516 Dennis Ave, Raleigh, NC","516 Dennis Ave, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LionsPrkFrontPage.html,919-831-6995,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,City of Raleigh,No,35.79695745,-78.61367219,,,4c34fb1f-fd0a-4520-b0d2-4ee8bfc8e7b7,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,,,
-78.598513667036841,35.795173883937849,59,Lockwood Park,,,"1000 Crabtree Blvd, Raleigh, NC","1000 Crabtree Blvd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundLockwood.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,City of Raleigh,No,35.7951668,-78.59851107,,,f064a50e-058e-4157-914e-55a5f8f8ad99,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.650474077104548,35.875972388392398,60,Longstreet Park,,,"7334 Stuart Dr, Raleigh, NC","7334 Stuart Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundLongstreet.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,City of Raleigh,No,35.87596529,-78.65047146,,,6f444efa-f982-46a6-aa3a-088bd4542ed1,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.608092300370089,35.786280591007866,61,Longview Park,,,"321 Bertie Dr, Raleigh, NC","321 Bertie Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,City of Raleigh,No,35.78627351,-78.6080897,,,749005a9-46d5-40af-bf31-776ee8fbb45d,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,
-78.677364853182183,35.832718888185028,62,Lt. Col. George F. Marshall Memorial Park,,,"3970 Blue Ridge Rd, Raleigh, NC","3970 Blue Ridge Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.8327118,-78.67736223,,,eeddad47-2eeb-4b4e-86ce-05676406139a,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.564395559058568,35.822931160513534,63,Marsh Creek Park,,,"3016 New Hope Rd, Raleigh, NC","3016 New Hope Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MarshCreekCommunityCenter.html,919-996-4920,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,City of Raleigh,Yes,35.82292407,-78.56439297,,,eb8b0e25-051f-41d4-b148-c577d4ff1981,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,,,
-78.617506962022375,35.768303637047552,64,"Dr. Martin Luther King, Jr. Memorial Gardens",,,"900 Rock Quarry Rd, Raleigh, NC","900 Rock Quarry Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MLKGardens.html,919-996-4115,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.76829656,-78.61750436,,,0c4e7703-837b-4e19-816a-12c0ee02b014,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.694515746586191,35.79282183969611,65,Method Community Park,,,"514 Method Rd, Raleigh, NC","514 Method Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MethodCommunityCenter.html,919-831-6066,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,City of Raleigh,No,35.79281476,-78.69451312,,,2d448b38-4167-4dc5-9950-dd8d12207fd6,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.538623370096531,35.798418996666946,66,Milburnie,,,"1101 Old Milburnie Rd, Raleigh, NC","1101 Old Milburnie Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.79841191,-78.53862079,,,fd6e095d-59c2-4e07-8ba7-ee83a08f0470,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.605257962826812,35.869472119575171,67,Millbrook Exchange Park,Anne Gordon Center for Active Adults,,"1815 Spring Forest Rd, Raleigh, NC","1815 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MillbrookExchangeCommunityCenter.html,919-996-4720,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,City of Raleigh,No,35.86946502,-78.60525536,,,498cd362-e12a-40ba-9fce-841fe1c02a6b,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,
-78.635803087960298,35.777409178089734,68,Moore Square,,,"201 South Blount St, Raleigh, NC","201 South Blount St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.7774021,-78.63580048,,,9978eec5-8b4a-488f-8211-5fe047cd3e19,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.635212669128464,35.795785222618967,69,Mordecai Mini Park,,,"1122 North Blount St, Raleigh, NC","1122 North Blount St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundMordecai.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,City of Raleigh,No,35.79577814,-78.63521006,,,9baf7485-c256-41d8-ad64-34656c38f3f4,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.633104207317487,35.792690421176417,70,Mordecai Historic Park,Mordecai Historic Park,,"1 Mimosa St, Raleigh, NC","1 Mimosa St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MordecaiHistoricPark2.html,919-857-4364,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,Yes,35.79268334,-78.6331016,,,f205c585-327d-42a6-bfd5-55842072beb3,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,
-78.642704860115401,35.777585898143506,71,Nash Square,,,"200 S McDowell St, Raleigh, NC","200 S McDowell St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.77757882,-78.64270225,,,79a64eac-1a4d-484c-bde1-a444d52b0d05,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.658196537418306,35.838592820716705,72,North Hills Park,,,"100 Chowan Cir, Raleigh, NC","100 Chowan Cir, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/NorthHillsPark.html,919-870-2880,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,City of Raleigh,Yes,35.83858573,-78.65819392,,,312f6db6-8e0d-4d94-8167-a96642aa9eed,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.62404683491107,35.791095541376414,73,Oakwood Park,,,"910 Brookside Dr, Raleigh, NC","910 Brookside Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/OakwoodPark.html,919-831-6995,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,City of Raleigh,Yes,35.79108846,-78.62404423,,,81ea1343-ef59-432c-ab2c-2de990fc9570,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,
-78.63213597739508,35.787857870304187,74,Oakwood Commons Park,,,"535 N East St, Raleigh, NC","535 N East St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundOakwoodCommons.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,City of Raleigh,No,35.78785079,-78.63213337,,,0ea8335e-fd9e-493b-89f5-1c5ab755b6fe,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.646734186080892,35.863500316819589,75,Optimist Park,,,"5900 Whittier Dr, Raleigh, NC","5900 Whittier Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/OptimistCommunityCenter.html,919-870-2880,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,City of Raleigh,Yes,35.86349322,-78.64673157,,,2b9ac443-f4b8-4a56-ae0f-cd41e7e1af23,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.654972141950722,35.742249329875008,76,Peach Road Park,,,"911 Ileagnes Rd, Raleigh, NC","911 Ileagnes Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/PeachRoadMainPage.html,919-807-8545,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,City of Raleigh,No,35.74224226,-78.65496953,,,fc4b30c3-a0a3-4258-baa8-0ee49e2f4797,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,
-78.679981622071267,35.794688160844181,77,Pollock Place Park,,,"3301 Pollock Pl, Raleigh, NC","3301 Pollock Pl, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundPollockPlace.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,City of Raleigh,No,35.79468108,-78.679979,,,a0d5ddbd-b9d5-4921-9073-0a3ff6b86c46,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.638214537703263,35.773712237762474,78,Pope House,,,"511 S Wilmington St, Raleigh, NC","511 S Wilmington St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-996-2220,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.77370516,-78.63821193,,,f68e64d7-7f13-4457-b305-4e90a9f5f40c,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,
-78.714174351802157,35.778929796353736,79,Powell Drive Park,,,"740 Powell Dr, Raleigh, NC","740 Powell Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/PowellDriveParkAndCenter.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,City of Raleigh,No,35.77892272,-78.71417172,,,60773076-4729-4085-af14-af52e54b7a1b,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.663932346736075,35.780914768196162,80,Pullen Park,Pullen Amusement Center,Pullen Aquatic Center,"410 Park Ave, Raleigh, NC","410 Park Ave, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/PullenPark.html,919-996-6468,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,City of Raleigh,Yes,35.78090769,-78.66392973,,,345bc98e-5349-4bbe-ab84-fd2252f9686c,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,
-78.623231003457192,35.768973237400203,81,Quarry Street Park,,,"731 Quarry St, Raleigh, NC","731 Quarry St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundQuarryStreet.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,City of Raleigh,No,35.76896616,-78.6232284,,,b5870a49-596b-43ef-9e4e-4067cefe5c4e,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.639499379491667,35.777650027861725,82,Raleigh City Museum,,,"220 Fayetteville St, Raleigh, NC","220 Fayetteville St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/HRMCityMuseum.html,919-996-2220,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.77764295,-78.63949677,,,29f13707-9e62-456b-b589-a0400f122f3a,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,
-78.685094765275082,35.813842764331902,83,Ridge Road,,,"1709 Ridge Rd, Raleigh, NC","1709 Ridge Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,City of Raleigh,No,35.81383568,-78.68509214,,,7c57a38f-972f-4347-b295-58f468eef153,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.639937350510237,35.801691353342768,84,Roanoke Park,,,"1500 Cherokee Dr, Raleigh, NC","1500 Cherokee Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/RoanokePark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,City of Raleigh,No,35.80168427,-78.63993474,,,879a1d5e-1d64-4aef-9258-8eaa0fc2f29c,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,
-78.61824990253703,35.775495248091708,85,Roberts Park,,,"1300 E Martin St, Raleigh, NC","1300 E Martin St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/RobertsCommunityCenterMain.html,919-831-6830,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,City of Raleigh,No,35.77548817,-78.6182473,,,9b4129ed-d5dd-4f8c-b50c-37fbe463ec58,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.668784688237835,35.79160666066327,86,Rose Garden & Raleigh Little Theatre,,,"301 Pogue St, Raleigh, NC","301 Pogue St, Raleigh, NC",http://www.raleighlittletheatre.org/,919-996-6468,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,City of Raleigh,No,35.79159958,-78.66878207,,,1171f599-48c9-4c9e-962f-9704d70cd6a1,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,
-78.64201688223099,35.821666828062874,87,Rothgeb Park,,,"2739 Rothgeb Dr, Raleigh, NC","2739 Rothgeb Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,City of Raleigh,No,35.82165974,-78.64201427,,,7c872a37-c136-42d0-884d-b5ef9f15a200,2017-08-30T20:48:29.798Z,ben.strauss1,2017-09-22T13:49:58.463Z,ben.strauss1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
