X,Y,OBJECTID,TAG,NAME,GRADELEVEL,PHONE,CALENDAR,ADDRESSNUM,ADDRESS,CITY,ZIPCODE,MAGNETPROGRAM,WEBSITE,DISTRICT,TYPE
2055013.589535564184189,693231.740697219967842,133,450,Holly Ridge Middle,Middle,919-577-1335,Traditional,950,Holly Springs Rd,Holly Springs,27540,N/A,http://www.wcpss.net/hollyridgems,8,Middle School
2044451.138875722885132,684871.938847303390503,134,457,Holly Grove Elementary,Elementary, 919-577-1700,Year-Round,1451,Avent Ferry Rd,Holly Springs,27540,N/A,http://www.wcpss.net/hollygrovees,8,Elementary Schools
2060545.184771567583084,672594.513599053025246,135,428,Fuquay-Varina High,High,919-557-2511,Traditional,201,Bengal Blvd,Fuquay-Varina,27526,N/A,http://www.wcpss.net/fuquayvarinahs,8,High School
2201588.231096982955933,761197.610342636704445,136,632,Zebulon Elementary,Elementary,919-404-3680,Traditional,700,Proctor St,Zebulon,27597,"Gifted and Talented grades 9-12;  IB Diploma Programme available at grades 11-12",http://www.wcpss.net/zebulones,1,Magnet Elementary School
2116891.84110689163208,736707.511357054114342,137,532,Poe Elementary,Elementary,919-250-4777,Traditional,400,Peyton St,Raleigh,27610,AIG Basics Program - Wake County AIG Identification Required,http://www.wcpss.net/poees,4,Magnet Elementary School
2115688.271007478237152,741048.280234545469284,138,324,Longview School,Middle/High,919-856-7691,Traditional,318,N King Charles Rd,Raleigh,27610,N/A,http://www.wcpss.net/longview,4,Special / Optional Schools
2110157.220061734318733,709536.173639461398125,139,580,Vandora Springs Elementary,Elementary,919-662-2486,Traditional,1300,Vandora Springs Rd,Garner,27529,N/A,http://www.wcpss.net/vandoraspringses,2,Elementary Schools
2122847.957475483417511,740698.090974301099777,140,583,Wake Early College Of Health And Sciences,High,919-212-5800,Early College,2901,Holston Ln,Raleigh,27610,Wake Early College of Health and Sciences grades 9-13,http://www.wcpss.net/healthscienceec,4,Magnet High School
2114258.911989569664001,705980.471105217933655,141,320,Aversboro Elementary,Elementary,919-662-2325,Traditional,1605,Aversboro Rd,Garner,27529,N/A,http://www.wcpss.net/aversboroes,2,Elementary Schools
2159430.602157816290855,792886.86684587597847,142,554,Sanford Creek Elementary,Elementary,919-570-2100,Year-Round,701,Granite Falls Blvd,Rolesville,27571,N/A,http://www.wcpss.net/sanfordcreekes,1,Elementary Schools
2196652.563802972435951,766613.668408125638962,143,597,Wakelon Elementary,Elementary,919-404-3844,Traditional,8921,Pippin Rd,Zebulon,27597,N/A,http://www.wcpss.net/wakelones,1,Elementary Schools
2030678.952837482094765,749912.594526886940002,144,501,Mills Park Elementary,Elementary,919-466-1466,Traditional,509,Mills Park Dr,Cary,27519,N/A,http://www.wcpss.net/millsparkes,8,Elementary Schools
2078883.66515488922596,789360.239056631922722,145,569,Sycamore Creek Elementary,Elementary,919-841-4333,Year-Round,10921,Leesville Rd,Raleigh,27613,N/A,http://www.wcpss.net/sycamorecreekes,7,Elementary Schools
2051395.138767227530479,731118.150816634297371,146,467,Laurel Park Elementary,Elementary,919-290-2333,Year-Round,2450,Laura Duncan Rd,Apex,27523,N/A,http://www.wcpss.net/laurelparkes,9,Elementary Schools
2122138.29747748374939,697166.226266548037529,147,349,Bryan Road Elementary,Elementary, ,Traditional,8317,Bryan Rd,Garner,27529,N/A, ,2,Elementary Schools
2121076.127685815095901,698035.002416133880615,148,350,Bryan Road Middle Site,Middle, ,TBD,8317,Bryan Rd,Garner,27529,N/A, ,2,Future Sites
2169214.596041232347488,732484.754710718989372,149,474,Lake Myra Elementary,Elementary,919-365-8990,"Year-Round, Track 4 Only",1300,Elk Falls Rd,Wendell,27591,N/A,http://www.wcpss.net/lakemyraes,1,Elementary Schools
2034679.456319391727448,717623.052150711417198,150,557,Scotts Ridge Elementary,Elementary,919-694-0300,Traditional,6601,Apex Barbecue Rd,Apex,27502,N/A,http://www.wcpss.net/scottsridgees,8,Elementary Schools
2058407.897707566618919,680658.531591713428497,151,306,Herbert Akins Road Elementary,Elementary,919-567-4100,Year-Round,2255,Herbert Akins Rd,Fuquay-Varina,27526,N/A,http://www.wcpss.net/herbertakinsroades,8,Elementary Schools
2148184.520319312810898,814162.891879051923752,152,202,Dubois Center,U,919-554-8400, ,530,E Perry Ave,Wake Forest,27587,N/A, ,1,Future Sites
2137344.875660061836243,770027.551672220230103,153,302,River Bend Elementary,Elementary,919-431-8010,Traditional,6710,Perry Creek Rd,Raleigh,27616,N/A,http://www.wcpss.net/riverbendes,6,Elementary Schools
2169968.37602972984314,751593.749957218766212,154,E29,Wendell Area Elementary and Pre-K Site,Elementary, ,TBD,5101,Rolesville Rd,Wendell,27591,N/A, ,1,Future Sites
2086115.968275561928749,684872.59337355196476,155,325,Banks Road Elementary,Elementary,919-890-7333,Year-Round,10225,Chambers Rd,Raleigh,27603,N/A,http://www.wcpss.net/banksroades,2,Elementary Schools
2098622.444574892520905,693510.621701136231422,156,576,Vance Elementary,Elementary,919-662-2472,"Year-Round, Track 4 Only",8808,Old Stage Rd,Raleigh,27603,N/A,http://www.wcpss.net/vancees,2,Elementary Schools
2108719.323003143072128,751681.709098875522614,157,456,Joyner Elementary,Elementary,919-856-7650,Traditional,2300,Lowden St,Raleigh,27608,Center for Spanish Language / International Baccalaureate Primary Years Programme,http://www.wcpss.net/joyneres,6,Magnet Elementary School
2122205.676935896277428,726562.073314636945724,158,599,Walnut Creek Elementary,Elementary,919-857-9500,"Year-Round, Track 4 Only",2600,Sunnybrook Rd,Raleigh,27610,N/A,http://www.wcpss.net/walnutcreekes,4,Elementary Schools
2134600.198406651616096,770485.26827646791935,159,232,Wake Early College North Campus HS,High,919-532-5660,Early College,6600,Louisburg Rd,Raleigh,27616,N/A,http://healthscienceec.wcpss.net/#,1,Future Sites
2179648.095187306404114,748235.298996970057487,160,601,Wendell Middle,Middle,919-365-1667,Traditional,3409,NC 97 Hwy,Wendell,27591,N/A,http://www.wcpss.net/wendellms,1,Middle School
2080614.405787900090218,671085.201328963041306,161,624,Willow Springs Elementary,Elementary,919-557-2770,Year-Round,6800,Dwight Rowland Rd,Willow Springs,27592,N/A,http://www.wcpss.net/willowspringses,2,Elementary Schools
2029798.793180480599403,767846.940875962376595,162,307,Alston Ridge Elementary,Elementary, 919-544-2474,Year-Round,11555,Green Level Church Rd,Cary,27519,N/A,http://www.wcpss.net/alstonridgees,8,Elementary Schools
2045044.521875306963921,684679.410360962152481,163,458,Holly Grove Middle,Middle,919-567-4177,Year-Round,1401,Avent Ferry Rd,Holly Springs,27540,N/A,http://www.wcpss.net/hollygrovems,8,Middle School
2030820.66351206600666,750746.10795171558857,164,502,Mills Park Middle,Middle,919-466-1500,Traditional,441,Mills Park Dr,Cary,27519,N/A,http://www.wcpss.net/millsparkms,8,Middle School
2071135.649154901504517,695321.462239548563957,165,607,West Lake Middle,Middle,919-662-2900,Year-Round,4600,West Lake Rd,Apex,27539,N/A,http://www.wcpss.net/westlakems,5,Middle School
2144904.328060805797577,797984.298252046108246,166,445,Heritage High,High,919-570-5600,Traditional,1150,Forestville Rd,Wake Forest,27587,N/A,http://www.wcpss.net/heritagehs,1,High School
2098995.453999474644661,735994.425184801220894,167,582,Wake Stem  Early College High School,High,919-515-2255,Early College,715,Barbour Dr,Raleigh,27603,Wake NCSU STEM Early College grades 9-13,http://www.wcpss.net/stemec,5,Magnet High School
2109891.733059898018837,738440.054807960987091,168,585,Wake Young Men's Leadership Academy,Middle/High,919-664-5644,Early College,567,E Hargett St,Raleigh,27601,Wake Young Men's Leadership Academy grades 6-13,http://www.wcpss.net/wakeyoungmen,5,Academies
2101156.917524307966232,738598.431131631135941,169,586,Wake Young Women's Leadership Academy,Middle/High,919-508-9088,Early College,303,Ashe Ave,Raleigh,27606,Wake Young Women's Leadership Academy grades 6-13,http://www.wcpss.net/wywla,5,Academies
2142991.40931448340416,821445.814977213740349,170,543,Richland Creek Elementary,Elementary,919-554-6333,Traditional,840,Wallridge Drive,Wake Forest,27587,N/A,http://www.wcpss.net/richlandcreekes,1,Elementary Schools
2094951.764252230525017,751315.006092131137848,171,468,Lacy Elementary,Elementary,919-881-4920,Traditional,2001,Lake Boone Trl,Raleigh,27607,N/A,http://www.wcpss.net/lacyes,6,Elementary Schools
2154209.445605397224426,787962.744476303458214,172,545,Rolesville Middle,Middle,919-570-2260,Year-Round,4700,Burlington Mills Rd,Rolesville,27571,N/A,http://www.wcpss.net/rolesvillems,1,Middle School
2124832.846550315618515,783563.620728626847267,173,303,Abbotts Creek Elementary,Elementary, 919-694-0555,Traditional,9900,Durant Rd,Raleigh,27614,N/A,http://www.wcpss.net/abbottscreekes,3,Elementary Schools
2078162.948092401027679,729516.846932634711266,174,001,Wcpss  At Crossroads I Adm,Administrative,919-431-7400, ,5625,Dillard Dr,Cary,27518,N/A,http://www.wcpss.net/,9,Administration
2083269.786631986498833,779207.284953132271767,175,473,Leesville Road High,High,919-870-4250,Traditional,8410,Pride Way,Raleigh,27613,N/A,http://www.wcpss.net/leesvilleroadhs,7,High School
2083441.691143810749054,778646.395983040332794,176,471,Leesville Road Middle,Middle,919-870-4141,Traditional,8406,Pride Way,Raleigh,27613,N/A,http://www.wcpss.net/leesvilleroadms,7,Middle School
2083283.582864224910736,778146.609909132122993,177,469,Leesville Road Elementary,Elementary,919-870-4200,Traditional,8402,Pride Way,Raleigh,27613,N/A,http://www.wcpss.net/leesvilleroades,7,Elementary Schools
2105900.994650319218636,729122.449427470564842,178,581,Vernon Malone College & Career Academy,High,919-856-8119,Early College,2200,S Wilmington St,Raleigh,27603,Career and Technical Education grades 9 - 12,http://www.wcpss.net/vernonmalonecca,5,Magnet High School
2165080.490464314818382,785342.30286680161953,179,546,Rolesville High,High,919-554-6303,Traditional,1099,E Young St,Rolesville,27571,N/A,http://www.wcpss.net/rolesvillehs,1,High School
2053041.623335152864456,777893.133381962776184,180,533,Pleasant Grove Elementary,Elementary,919-694-8770,Traditional,3605,Pleasant Grove Church Rd,Morrisville,27560,N/A,http://www.wcpss.net/pleasantgrovees,7,Elementary Schools
2139889.787236899137497,754136.997823461890221,181,332,Beaverdam Elementary,Elementary,919-694-0222,Traditional,3591,Tarheel Club Rd,Raleigh,27604,N/A,http://www.wcpss.net/beaverdames,1,Elementary Schools
2039568.623378306627274,695753.153961464762688,182,521,Oakview Elementary,Elementary,919-694-8885,Traditional,11500,Holly Springs New Hill Rd,Apex,27539,N/A,http://www.wcpss.net/oakviewes,8,Elementary Schools
2079047.00570747256279,785527.489504292607307,183,529,Pine Hollow Middle,Middle,919-694-8880,Year-Round,5365,Bartram Place,Raleigh,27617,N/A,http://www.wcpss.net/pinehollowms,7,Middle School
2023225.187233224511147,739068.785177797079086,184,614,White Oak Elementary,Elementary,919-694-0202,Traditional,1512,White Oak Church Rd,Apex,27523,N/A,http://www.wcpss.net/whiteoakes,8,Elementary Schools
2026209.583495393395424,710501.01652604341507,185,317,Apex Friendship High,High,919-694-0500,Traditional,7801,Humie Olive Rd,Apex,27502,N/A,http://www.wcpss.net/apexfriendshiphs,8,High School
2077671.344744890928268,729685.50407563149929,186,386,Crossroads Flex High,High,919-694-8515,Traditional,5651,Dillard Dr,Cary,27518,Online and Onsite Learning,http://www.wcpss.net/crossroadsflexhs,9,Magnet High School
2027590.522990733385086,761344.945021718740463,187,459,Hortons Creek Elementary,Elementary,919-694-8660,Traditional,7615,O'Kelly Chapel Rd,Cary,27519,N/A,http://www.wcpss.net/hortonscreekes,8,Elementary Schools
2134248.919581651687622,738214.59462895989418,188,547,Rogers Lane Elementary,Elementary, ,Traditional, 201,N. Rogers Ln,Raleigh,27610,N/A,http://www.wcpss.net/rogerslanees,4,Elementary Schools
2138738.608764976263046,769026.437860801815987,189,549,River Bend Middle,Middle, ,Traditional,6620,Perry Creek Rd,Raleigh,27616,N/A,http://www.wcpss.net/riverbendms,6,Middle School
2135562.270629480481148,810598.40327313542366,190,518,North Wake College & Career Academy,High,919-694-8650,Early College,931,Durham Rd,Wake Forest,27587,Career and Technical Education grades 9 - 12,http://www.wcpss.net/northwakecca,1,Magnet High School
2076559.92734831571579,734083.978874459862709,191,381,Connections Academy,Middle, ,Traditional,1280,Buck Jones Rd,Raleigh,27606,N/A, ,9,Special / Optional Schools
2077511.359828650951385,729731.816647052764893,192,556,SCORE Academy: Cary,High, ,Traditional,5651,Dillard Dr,Cary,27518,N/A, ,9,Special / Optional Schools
2124927.58750256896019,694250.262610301375389,193,561,South Garner High,High, ,Traditional,8228,Hebron Church Rd,Garner,27529,N/A, ,2,High School
2029710.795653060078621,736189.892969712615013,194,437,Green Level High,High,919-387-2208,Traditional,7612,Roberts Rd,Cary,27519,N/A, ,8,High School
2042661.755315393209457,761831.741948381066322,195,527,Parkside Elementary,Elementary, ,Year-Round,100,Little Dr,Morrisville,27560,N/A, ,7,Elementary Schools
2028119.501919642090797,766371.06554688513279,196,309,Alston Ridge Middle Site,Middle, ,Year-Round,120,Winding Pine Trail,Cary,27519,N/A, ,8,Middle School
2090091.883880153298378,785564.276504218578339,197,330,Barton Pond ES Site,Elementary, ,TBD,12004,Strickland Rd,Raleigh,27613,N/A, ,7,Future Sites
2055635.733632475137711,705609.017451792955399,198,H12,H12 High Site,High, ,TBD,8550,Stephenson Rd,Apex,27539,N/A, ,8,Future Sites
2113964.881737723946571,731964.630422875285149,199,563,Southeast Raleigh Elementary,Elementary, ,Traditional,1436,Rock Quarry Rd,Raleigh,27610,N/A, ,4,Elementary Schools
2113510.36230556666851,747698.444755718111992,200,H15,Capital Boulevard High Site,High, ,TBD,1820,Capital Blvd,Raleigh,27604,N/A, ,4,Future Sites
2046091.144125893712044,680205.705069541931152,201,351,Buckhorn Creek Elementary,Elementary, ,Traditional,5651,Honeycutt Rd,Holly Springs,27540,N/A, ,8,Elementary Schools
2058396.067678734660149,681136.00865513086319,202,M14,M14 Middle Site,Middle, ,TBD,2255,Herbert Akins Rd,Fuquay-Varina,27526,N/A, ,8,Future Sites
2078234.723539397120476,664533.876833215355873,203,625,Willow Spring High Site,High, ,TBD,1704,Old Honeycutt Road,Fuquay-Varina,27526,N/A, ,2,Future Sites
2075638.132275894284248,667114.728626877069473,204,E35,South Lakes Elementary Site,Elementary, ,TBD,0,Old Honeycutt Road,Fuquay-Varina,27526,N/A, ,2,Future Sites
2027504.555314898490906,709734.917664542794228,205,315,Apex Friendship Middle,Middle, ,Traditional,7701,Humie Olive Rd,Apex,27502,N/A, ,8,Middle School
2025403.917455807328224,709112.049815803766251,206,E41,Apex Friendship Elementary Site,Elementary, ,TBD,7701,Humie Olive Rd,Apex,27502,N/A, ,8,Future Sites
2166356.557794064283371,784926.378829881548882,207,E42,E42 ES Site,Elementary, ,TBD,1099,E Young St,Rolesville,27571,N/A, ,1,Future Sites
2078131.886802807450294,684500.371348962187767,208,E44,E44 ES Site,Elementary, ,TBD,4551,Hilltop Needmore Rd,Fuquay Varina,27526,N/A, ,2,Future Sites
2137361.71978648006916,729620.893312469124794,209,534,Poole Road ES Site,Elementary, ,TBD,6120,Poole Rd,Raleigh,27610,N/A, ,4,Future Sites
2136615.552315562963486,729918.004266798496246,210,M17,M17 Middle Site,Middle, ,TBD,6120,Poole Rd,Raleigh,27610,N/A, ,4,Future Sites
2063374.942235395312309,659760.787954211235046,211,E49,E49 ES Site,Elementary, ,TBD, , , ,0,N/A, ,2,Future Sites
2102179.797696396708488,717989.035670712590218,212,556,SCORE Academy: Garner,High, ,Traditional, , , ,0,N/A, ,0,Special / Optional Schools
2130844.165892481803894,745445.026690378785133,213,556,SCORE Academy: River Oaks,High, ,Traditional, , , ,0,N/A, ,0,Special / Optional Schools
2124725.867433562874794,738935.540365547058173,214, ,Infinity Program,Middle/High, ,Traditional, , , ,0,N/A, ,0,Special / Optional Schools
