OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
3301,04092141834,Rolesville High School Indoor Concession,1099 E Young  St,,ROLESVILLE,,27571,(919) 949-6533,2019-08-14T00:00:00.000Z,Limited Food Service,18248,-78.44139974,35.90590582,M
3302,04092015860,BOJANGLES #45,900 S MAIN ST ,,ROLESVILLE,,27571,(919) 453-6241,2011-01-07T00:00:00.000Z,Restaurant,13816,-78.47826635,35.90966729,M
3303,04092110498,ROLESVILLE HIGH SCHOOL CAFETERIA,1099 E YOUNG ST ,,ROLESVILLE,,27571,,2013-06-14T00:00:00.000Z,Public School Lunchrooms,14679,-78.44139974,35.90590582,M
3304,04092025144,DOMINOS #8824,6110 ROGERS RD ,,ROLESVILLE,,27571,(919) 453-2324,2008-07-14T00:00:00.000Z,Food Stand,2042,-78.46776638,35.92242305,M
3305,04092017812,Rolesville Diner,"411 S Main ST, Unit E",,ROLESVILLE,,27571,(919) 554-9931,2018-04-04T00:00:00.000Z,Restaurant,16032,-78.46634601,35.91624751,T
3306,04092021891,FOOD LION #669 PRODUCE,405 S MAIN ST ,,ROLESVILLE,,27571,(919) 554-4018,2015-10-14T00:00:00.000Z,Food Stand,10511,-78.46472722,35.91731538,T
3307,04092016506,SONIC DRIVE IN #5735,304 S Main ST ,,ROLESVILLE,,27571,(919) 562-5540,2013-09-11T00:00:00.000Z,Restaurant,10707,-78.46378987,35.9198667,M
3308,04092017332,OFF THE HOOK SEAFOOD RESTAURANT,308 SOUTHTOWN CIR ,,ROLESVILLE,,27571,(919) 263-1868,2016-09-27T00:00:00.000Z,Restaurant,15568,-78.47039569,35.91648377,M
3309,04092016991,PIEZANO PIZZA,252 SOUTHTOWN CIR ,,ROLESVILLE,,27571,(919) 554-8881,2015-08-06T00:00:00.000Z,Restaurant,17825,-78.47039569,35.91648377,M
3310,04092040309,JIM'S OLD TYME HOT DOGS #2 (WCID #327),411 S MAIN ST ,#H (ACE HARDWARE),ROLESVILLE,,27571,(919) 554-9063,2014-02-20T00:00:00.000Z,Pushcarts,16447,-78.46634601,35.91624751,T
3311,04092110496,ROLESVILLE MIDDLE SCHOOL CAFE,4700 BURLINGTON MILLS RD ,,ROLESVILLE,,27571,(919) 570-2260,2012-03-07T00:00:00.000Z,Public School Lunchrooms,17706,-78.48080273,35.9142912,M
3312,04092110465,Sanford Creek Elem. Cafeteria,707 Granite Falls BLVD ,,,,27571,(919) 570-2115,2007-07-06T00:00:00.000Z,Public School Lunchrooms,17496,-78.46033895,35.92844353,M
3313,04092300193,Food Lion #669 Meat Market,405 S Main St ,,ROLESVILLE,,27571-9664,,2000-07-01T00:00:00.000Z,Meat Market,4826,-78.46472722,35.91731538,T
3314,04092011278,Hardees #1638,403 S Main St ,,ROLESVILLE,,27571-9664,(919) 554-2720,1993-05-07T00:00:00.000Z,Restaurant,6379,-78.46490482,35.91816232,M
3315,04092016822,SUBWAY #11874,411 S Main ST ,,ROLESVILLE,,27571-9664,(919) 554-3511,2014-12-01T00:00:00.000Z,Restaurant,12716,-78.46634601,35.91624751,T
3316,04092020984,Food Lion #669 Deli,405 S Main St,,ROLESVILLE,,27571-9664,(919) 554-4018,2000-07-01T00:00:00.000Z,Food Stand,1854,-78.46472722,35.91731538,T
3317,04092040330,BIG RED'S DOGHOUSE (WCID #499),4826 Watkins Rd,,,,27587,(919) 279-0654,2015-03-31T00:00:00.000Z,Pushcarts,17993,0,0,U
3318,04092030437,Captain John's Seafood (WCID #730),308 Southtown Circle,,ROLESVILLE,,27591,(919) 717-7598,2019-08-08T00:00:00.000Z,Mobile Food Units,18533,-78.47039569,35.91648377,M
3319,04092014908,Cisco Systems Building 10 Stillwater Cafe,7200-10 Kit Creek RD ,,,,27709,(919) 392-9574,2007-07-06T00:00:00.000Z,Restaurant,13063,0,0,U
3320,04092016281,BI CAFE,5000 DAVIS DR ,BLDG 26,,,27709,(919) 993-1925,2012-10-17T00:00:00.000Z,Restaurant,14304,0,0,U
3321,04092016169,NET APP CAFE BLDG3,7301 KIT CREEK  RD ,BLDG 3,,,27709,,2012-04-20T00:00:00.000Z,Restaurant,14345,0,0,U
3322,04092040360,Chicago J Hot Dogs (WCID #638),TBD ,,,,27526,(919) 986-1699,2018-06-04T00:00:00.000Z,Pushcarts,20957,0,0,U
3323,04092017225,EAST COAST WINGS NC127,12646-168 CAPITAL BLVD ,,,,27263,(984) 377-3294,2016-05-05T00:00:00.000Z,Restaurant,20907,-78.53036367,35.99016598,M
3324,04092016751,LELI'S DINER,3325-109 ROGERS ROAD,,,,27587,(919) 263-1377,2014-09-02T00:00:00.000Z,Restaurant,9486,-78.51412541,35.95025455,M
3325,04092300251,HARRIS TEETER #353 MEAT & SEAFOOD,13686 CAPITAL  BLVD ,,WAKE FOREST,,27587,(919) 554-3608,2011-02-04T00:00:00.000Z,Meat Market,17617,-78.5186746,36.00548951,M
3326,04092017562,SUGAR MAGNOLIA CAFE AND EMPORIUM,219 S WHITE ST ,,WAKE FOREST,,27587,(919) 435-4436,2017-03-20T00:00:00.000Z,Restaurant,15210,-78.50968138,35.97753302,M
3327,04092030357,The Pyramids (WCID #598),9252 Linslade WAY ,,WAKE FOREST,,27587,,2018-03-28T00:00:00.000Z,Mobile Food Units,15159,-78.51602823,35.93412329,M
3328,04092018009,Asuka,2101 S MAIN ST ,STE 104,WAKE FOREST,,27587,(919) 570-2828,2018-12-27T00:00:00.000Z,Restaurant,12157,-78.53310077,35.94802112,M
3329,04092017437,MONA PITA MEDITERRANEAN CAFE & GRILL,2101 S MAIN ST ,SUITE 100,WAKE FOREST,,27587,(919) 800-8650,2016-10-31T00:00:00.000Z,Restaurant,9708,-78.53310077,35.94802112,M
3330,04092016489,SONIC DRIVE IN #6020,1925 S MAIN ST ,,WAKE FOREST,,27587,(919) 554-1209,2013-08-20T00:00:00.000Z,Restaurant,3301,-78.52999701,35.94975468,M
3331,04092016433,Sticky Rice,927 DURHAM RD ,STE 107,WAKE FOREST,,27587,,2013-05-30T00:00:00.000Z,Restaurant,11798,-78.54094643,35.97615047,M
3332,04092017605,CHRONIC TACOS,1000 FORESTVILLE RD ,SUITE 100,WAKE FOREST,,27587,(919) 554-5965,2017-04-25T00:00:00.000Z,Restaurant,15689,-78.5075981,35.94611021,M
3333,04092014372,Panda King,3626 Rogers RD ,,WAKE FOREST,,27587,(919) 554-9666,2005-08-24T00:00:00.000Z,Restaurant,20974,-78.50482681,35.94464173,M
3334,04092014886,Chili`s #1393,11380 Capital BLVD ,,WAKE FOREST,,27587,(919) 554-0488,2007-06-12T00:00:00.000Z,Restaurant,19699,-78.53983156,35.95485838,M
3335,04092021450,Little Caesars Pizza #1522-0001,3325-101 Rogers RD ,,,,27587,(919) 453-1520,2007-05-15T00:00:00.000Z,Food Stand,19695,-78.51412541,35.95025455,M
3336,04092017306,WENDY'S #6338,12430 Capital BLVD ,,WAKE FOREST,,27587,(919) 562-2349,2016-09-02T00:00:00.000Z,Restaurant,5833,-78.53512833,35.98551325,M
3337,04092030247,VIRGIL'S JAMAICA (WCID #443),2101  S Main ST ,,WAKE FOREST,,27587,(919) 562-5570,2012-11-19T00:00:00.000Z,Mobile Food Units,13755,-78.53310077,35.94802112,M
3338,04092014887,Red Robin #573,11420 Capital  BLVD ,,WAKE FOREST,,27587,(919) 562-0276,2007-06-15T00:00:00.000Z,Restaurant,16533,-78.54012917,35.95578383,M
3339,04092014959,Hardee`s #1216,216 E Roosevelt AVE ,,WAKE FOREST,,27587,(919) 556-1455,2007-09-18T00:00:00.000Z,Restaurant,17787,-78.50868351,35.97883997,M
3340,04092016262,BROOKS STREET BOWL,413 BROOKS  ST ,,WAKE FOREST,,27587,(919) 488-1651,2012-09-19T00:00:00.000Z,Restaurant,7050,-78.50875815,35.97418866,M
3341,04092021974,PUBLIX #1514 PRODUCE,1030 FORESTVILLE RD ,,WAKE FOREST,,27587,(919) 556-6671,2016-08-30T00:00:00.000Z,Food Stand,14733,-78.5075981,35.94611021,M
3342,04092017958,Johnny's Pizza #3,13654 Capital BLVD ,Suite 100,WAKE FOREST,,27587,(919) 556-0550,2018-10-03T00:00:00.000Z,Restaurant,7419,-78.5186746,36.00548951,M
3343,04092017824,Hibachi Express,1609-112 Stadium DR ,,,,27587,(984) 237-1031,2018-03-23T00:00:00.000Z,Restaurant,19691,0,0,U
3344,04092017882,Unwined on White,153 S White ST ,,WAKE FOREST,,27587,(919) 761-5049,2018-06-01T00:00:00.000Z,Restaurant,15059,-78.5096102,35.97799115,M
3345,04092300284,Food Lion #2227 Meat Market,161 Crenshaw Corners DR ,,WAKE FOREST,,27587,(919) 569-0089,2018-01-19T00:00:00.000Z,Meat Market,21034,-78.55323577,35.97007068,M
3346,04092017114,STEWART'S BISTRO,3652 ROGERS RD ,,WAKE FOREST,,27587,(919) 562-2233,2015-12-11T00:00:00.000Z,Restaurant,18454,-78.50482681,35.94464173,M
3347,04092110500,Richland Creek Elementary School Cafeteria,840 Wallridge Drive,,WAKE FOREST,,27587,(919) 554-6333,2014-06-10T00:00:00.000Z,Public School Lunchrooms,9049,-78.51630037,36.00604489,M
3348,04092015619,RAINBOW KING,12520 CAPITAL BLVD ,,WAKE FOREST,,27587,(919) 554-8888,2010-04-26T00:00:00.000Z,Restaurant,14953,-78.53270439,35.98593613,M
3349,04092018075,Amalia's Authentic Italian Restaurant,1248 S Main ST ,,WAKE FOREST,,27587,(984) 237-0002,2019-03-20T00:00:00.000Z,Restaurant,17904,-78.51860143,35.9622155,M
3350,04092017516,PANERA BREAD #1938,11665 NORTHPARK DR ,,WAKE FOREST,,27587,(919) 263-6176,2017-01-31T00:00:00.000Z,Restaurant,9999,-78.54383057,35.96466469,M
3351,04092030365,Stavi's Sandwiches (WCID #639),509 Wheddon Cross WAY ,,WAKE FOREST,,27587,(757) 256-5677,2018-07-11T00:00:00.000Z,Mobile Food Units,9105,-78.50497251,36.00211361,M
3352,04092015765,WAFFLE HOUSE #1901,1051 DURHAM  RD ,,WAKE FOREST,,27587,(919) 554-2501,2011-07-07T00:00:00.000Z,Restaurant,12409,-78.55120145,35.97391774,M
3353,04092021765,PAPA MURPHY'S NCO33,11721 SUITE 105 RETAIL  DR ,,,,27587,(919) 554-9977,2013-10-18T00:00:00.000Z,Food Stand,10068,0,0,U
3354,04092025159,Food Lion #2227 Produce,161 Crenshaw Corners DR ,,WAKE FOREST,,27587,(919) 569-0089,2018-01-19T00:00:00.000Z,Food Stand,17365,-78.55323577,35.97007068,M
3355,04092017923,Freddy's Frozen Custard & Steakburgers #3213,11708 Retail DR ,,WAKE FOREST,,27587,(919) 554-9833,2018-07-23T00:00:00.000Z,Restaurant,10143,-78.5434927,35.96629568,M
3356,04092017319,PUBLIX #1514 DELI,1030 FORESTVILLE RD ,,WAKE FOREST,,27587,(919) 556-6671,2016-08-30T00:00:00.000Z,Restaurant,6856,-78.5075981,35.94611021,M
3357,04092016438,PDQ WAKE FOREST,11690 NORTHPARK DR ,,WAKE FOREST,,27587,(919) 648-4221,2013-05-31T00:00:00.000Z,Restaurant,14809,-78.54504471,35.96485726,M
3358,04092015260,HIBACHI JAPAN,11216 CAPITAL BLVD ,STE 105,WAKE FOREST,,27587,(919) 556-8882,2008-10-10T00:00:00.000Z,Restaurant,12354,-78.53734624,35.9524773,M
3359,04092017049,DON JULIO MEXICAN RESTAURANT,12516-104 CAPITAL BLVD ,,,,27587,(984) 235-1537,2015-10-08T00:00:00.000Z,Restaurant,16494,-78.53454582,35.98680854,M
3360,04092015266,THE FACTORY ICE HOUSE SNACK BAR,1839-200 S MAIN ST ,,,,27587,(919) 453-1500,2008-10-22T00:00:00.000Z,Restaurant,14773,-78.52816059,35.95204501,M
3361,04092017237,GRANDMA'S DINER,11216-106 CAPITAL BLVD ,,,,27587,(919) 556-9600,2016-06-03T00:00:00.000Z,Restaurant,14745,-78.53929729,35.95044368,M
3362,04092018044,Burger IM,11480-135 Capital BLVD ,,,,27587,(919) 435-0054,2019-01-24T00:00:00.000Z,Restaurant,12116,-78.54126463,35.95693122,M
3363,04092017903,New Asian Garden,13654 Capital BLVD ,STE 128,WAKE FOREST,,27587,(919) 554-9898,2018-08-14T00:00:00.000Z,Restaurant,6730,-78.5186746,36.00548951,M
3364,04092017780,TLAQUEPAQUE MEXICAN CUISINE,11206 CAPITAL  BLVD ,,WAKE FOREST,,27587,(919) 554-2544,2018-01-24T00:00:00.000Z,Restaurant,10753,-78.5389061,35.95167217,M
3365,04092021971,SAM'S CLUB #6976 ROTISSERIE,11460 ROYAL COTTON RD ,,WAKE FOREST,,27587,(919) 263-6134,2016-08-22T00:00:00.000Z,Food Stand,6717,-78.53862938,35.95675315,M
3366,04092017617,JERSEY MIKE'S 3157,1009-116 STADIUM DR ,,,,27587,(919) 277-0623,2017-05-16T00:00:00.000Z,Restaurant,10987,-78.52993342,35.99015656,M
3367,04092016353,BUFFALO BROTHERS,11735  RETAIL DR ,,WAKE FOREST,,27587,(919) 570-6004,2013-01-14T00:00:00.000Z,Restaurant,12359,-78.54322313,35.96793718,M
3368,04092017852,1250 Heritage,1250 Heritage Club Ave,,WAKE FOREST,,27587,(919) 453-2020 ext. 16,2018-05-30T00:00:00.000Z,Restaurant,6631,-78.49666003,35.94973583,M
3369,04092030263,CHARLIE'S KABOBS ON WHEELS (WCID #505),Mobile Food Unit,,,,27587,(919) 749-1030,2014-09-17T00:00:00.000Z,Mobile Food Units,6112,0,0,U
3370,04092021649,HARRIS TEETER #353 PRODUCE,13686 CAPITAL  BLVD ,,WAKE FOREST,,27587,(919) 554-3608,2011-02-04T00:00:00.000Z,Food Stand,18397,-78.5186746,36.00548951,M
3371,04092017158,ARBY'S #7668,2104 S MAIN ST ,,WAKE FOREST,,27587,(919) 556-6724,2016-02-26T00:00:00.000Z,Restaurant,14632,-78.5339887,35.94898611,M
3372,04092014416,The Village Deli,1849 S Main ST ,,WAKE FOREST,,27587,(919) 453-1250,2005-10-31T00:00:00.000Z,Restaurant,14609,-78.52626448,35.95102854,M
3373,04092016252,HAMPTON INN WAKE FOREST HOT BREAKFAST,12318 WAKE UNION CHURCH RD ,,WAKE FOREST,,27587,(919) 554-0222,2012-09-07T00:00:00.000Z,Restaurant,10653,-78.54222923,35.9810883,M
3374,04092017465,THE EMPANADA FACTORY,2010 S MAIN ST ,STE 406,WAKE FOREST,,27587,,2016-11-29T00:00:00.000Z,Restaurant,14589,-78.53283484,35.94957648,M
3375,04092021638,EDIBLE ARRANGEMENTS #391,944 GATEWAY COMMONS  CIR ,,WAKE FOREST,,27587,(919) 374-2960,2011-01-07T00:00:00.000Z,Food Stand,18214,-78.49517848,35.9673291,M
3376,04092021948,KANGAROO EXPRESS #2723118,919 DURHAM RD ,,WAKE FOREST,,27587,(919) 562-7823,2016-03-02T00:00:00.000Z,Food Stand,10434,-78.54189381,35.97777466,M
3377,04092016183,ASIAN BISTRO,1318 S MAIN ST ,STE 132,WAKE FOREST,,27587,(919) 435-8880,2012-05-08T00:00:00.000Z,Restaurant,18880,-78.51926224,35.96093216,M
3378,04092030294,FUZZY'S EMPANADAS (WCID #542),218 S WHITE ST ,,WAKE FOREST,,27587,(919) 609-5725,2015-11-18T00:00:00.000Z,Mobile Food Units,20116,-78.51016553,35.97750081,M
3379,04092017927,Showmars - Wake Forest,1009-128 Stadium DR ,,,,27587,(919) 554-9608,2018-07-20T00:00:00.000Z,Restaurant,14245,-78.52993342,35.99015656,M
3380,04092014990,Texas Roadhouse #294,11440 Capital BLVD ,,WAKE FOREST,,27587,(919) 569-2119,2007-10-24T00:00:00.000Z,Restaurant,16353,-78.54034204,35.95645938,M
3381,04092025270,FujiSan,11460 ROYALL COTTON RD,,WAKE FOREST,,27587,(919) 263-6134,2019-07-12T00:00:00.000Z,Food Stand,13273,-78.53862938,35.95675315,M
3382,04092021288,Harris Teeter #43 Meat Market & Seafood,3638 Rogers Rd ,,WAKE FOREST,,27587,(919) 562-9521,2004-08-03T00:00:00.000Z,Food Stand,2991,-78.50482681,35.94464173,M
3383,04092016940,GOOEY'S AMERICAN GRILLE,950 GATEWAY COMMONS CIR ,,WAKE FOREST,,27587,(919) 562-0020,2015-05-27T00:00:00.000Z,Restaurant,14259,-78.49517848,35.9673291,M
3384,04092021752,HARRIS TEETER #395 PRODUCE,1432 BROGDEN WOODS DR ,,WAKE FOREST,,27587,(919) 870-4980,2013-08-19T00:00:00.000Z,Food Stand,15503,-78.69147726,35.99120973,M
3385,04092016901,THE LODGE AT WAKE FOREST #5647,1151 S Main ST ,,WAKE FOREST,,27587,(919) 554-8768,2015-04-08T00:00:00.000Z,Restaurant,16920,-78.5170664,35.96434033,M
3386,04092015607,IL BACIO,3622 ROGERS RD ,,WAKE FOREST,,27587,(919) 556-7800,2010-04-09T00:00:00.000Z,Restaurant,6158,-78.50482681,35.94464173,M
3387,04092018065,Firehouse Subs #1517,11704 Retail DR ,,WAKE FOREST,,27587,(919) 556-1010,2019-02-20T00:00:00.000Z,Restaurant,10954,-78.5434927,35.96629568,M
3388,04092030368,Hale Yeah Kitchen  (WCID #640),218 S White ST ,,WAKE FOREST,,27587,(860) 912-2080,2018-06-19T00:00:00.000Z,Mobile Food Units,17438,-78.51016553,35.97750081,M
3389,04092021911,LOWE'S FOOD #239 MEAT & SEAFOOD,932 GATEWAY COMMONS CIR ,,WAKE FOREST,,27587,(919) 740-0564,2015-11-03T00:00:00.000Z,Food Stand,13886,-78.49517848,35.9673291,M
3390,04092016661,COURTNEY'S NY BAGEL & DELI,929 HERITAGE LAKE  RD ,,WAKE FOREST,,27587,(919) 453-1043,2014-03-31T00:00:00.000Z,Restaurant,7187,-78.50377701,35.94688449,M
3391,04092300275,PUBLIX #1514 MEATS,1030 FORESTVILLE RD ,,WAKE FOREST,,27587,(919) 556-6671,2016-08-30T00:00:00.000Z,Meat Market,7330,-78.5075981,35.94611021,M
3392,04092016569,HARRIS TEETER #395 DELI,1432 BROGDEN WOODS DR ,,WAKE FOREST,,27587,(919) 870-4980,2013-08-19T00:00:00.000Z,Restaurant,16862,-78.69147726,35.99120973,M
3393,04092018040,First Watch Daytime Cafe #580,2808-105 Rogers RD ,,,,27587,(919) 569-5763,2019-01-18T00:00:00.000Z,Restaurant,18857,-78.52611229,35.95314295,M
3394,04092040374,Wicked Links #6 (WCID #733),11800 Galaxy Drive,,WAKE FOREST,,27587,(919) 855-8548,2019-08-14T00:00:00.000Z,Pushcarts,18330,-78.53891541,35.96854995,M
3395,04092017751,Slices and Ices,1839 S Main ST ,,WAKE FOREST,,27587,(919) 453-1600,2017-11-28T00:00:00.000Z,Restaurant,17472,-78.52626448,35.95102854,M
3396,04092017321,WENDY'S #6339,2091 S MAIN ST ,,WAKE FOREST,,27587,(919) 569-2133,2016-09-13T00:00:00.000Z,Restaurant,16244,-78.53253168,35.94845207,M
3397,04092025149,Harris Teeter #353 Starbucks,13686 Capital BLVD ,,WAKE FOREST,,27587,(919) 554-3608,2017-11-09T00:00:00.000Z,Food Stand,11280,-78.5186746,36.00548951,M
3398,04092015821,LIN`S GARDEN,1318 S MAIN ST ,Ste. 116,WAKE FOREST,,27587,(919) 556-8066,2010-11-16T00:00:00.000Z,Restaurant,17693,-78.51926224,35.96093216,M
3399,04092025147,Papa John's #4838,1440 Brogden Woods DR ,Suite 104,WAKE FOREST,,27587,(919) 532-2300,2017-10-17T00:00:00.000Z,Food Stand,12278,-78.69147726,35.99120973,M
3400,04092016222,SUBWAY #41211,922 GATEWAY COMMON CIR ,,WAKE FOREST,,27587,(919) 562-5700,2012-07-09T00:00:00.000Z,Restaurant,13431,-78.49517848,35.9673291,M
3401,04092021751,HARRIS TEETER #395 MEAT MARKET/SEAFOOD,1432 BROGDEN WOODS  DR ,,WAKE FOREST,,27587,(919) 870-4980,2013-08-19T00:00:00.000Z,Food Stand,8400,-78.69147726,35.99120973,M
3402,04092016706,Carillon Assisted Living of Wake Forest Dining,3218 Heritage Trade Drive,,WAKE FOREST,,27587,(919) 569-2101,2014-06-20T00:00:00.000Z,Restaurant,12588,-78.51668794,35.95094757,M
3403,04092017160,SUSHI SIAM,928 GATEWAY COMMONS CIR ,,WAKE FOREST,,27587,(919) 263-8241,2016-02-19T00:00:00.000Z,Restaurant,13433,-78.49517848,35.9673291,M
3404,04092015682,OLIVE GARDEN #1831,12600 CAPITAL BLVD ,,WAKE FOREST,,27587,(919) 556-1007,2010-07-21T00:00:00.000Z,Restaurant,17486,-78.53167145,35.98839421,M
3405,04092015422,SHUCKERS OYSTER BAR & GRILL,3309 ROGERS RD ,STE 245,WAKE FOREST,,27587,(919) 602-8011,2009-06-02T00:00:00.000Z,Restaurant,9300,-78.51539337,35.95073316,M
3406,04092017884,9.19 Island Cuisine,13654 Capital BLVD Suite 108,,WAKE FOREST,,27587,(919) 556-3647,2018-07-03T00:00:00.000Z,Restaurant,19582,-78.5186746,36.00548951,M
3407,04092017343,SLEEP INN FOODSERVICE,12401 WAKE UNION CHURCH RD ,,WAKE FOREST,,27587,(919) 556-4007,2016-10-20T00:00:00.000Z,Restaurant,8047,-78.53961914,35.98418878,M
3408,04092013759,Super Target Food Avenue,12000 Retail Dr ,,WAKE FOREST,,27587,(919) 761-1001,2003-01-29T00:00:00.000Z,Restaurant,10495,-78.54185229,35.97418356,M
3409,04092160013,Hillside Nursing Center Foodservice,968 E Wait Ave,,,,27587,(919) 556-4082,2003-06-06T00:00:00.000Z,Institutional Food Service,20314,-78.49433678,35.97211932,M
3410,04092300274,SAM'S CLUB #6976 MEAT MARKET,11460 ROYAL COTTON RD ,,WAKE FOREST,,27587,(919) 263-6134,2016-08-22T00:00:00.000Z,Meat Market,13944,-78.53862938,35.95675315,M
3411,04092016223,MCDONALDS #35357,1001 FORESTVILLE  RD ,,WAKE FOREST,,27587,(919) 554-8094,2012-07-11T00:00:00.000Z,Restaurant,16993,-78.50622842,35.94490865,M
3412,04092040326,WICKED LINKS #2 (WCID #494),11800 GALAXY DRIVE,,WAKE FOREST,,27587,(919) 855-8548,2014-08-16T00:00:00.000Z,Pushcarts,14436,-78.53891541,35.96854995,M
3413,04092110467,NORTH WAKE COLLEGE & CAREER ACADEMY-CAFETERIA,931 Durham Hwy,,,,27587,(919) 570-2203,2007-08-21T00:00:00.000Z,Public School Lunchrooms,16180,-78.54217531,35.9781402,M
3414,04092016545,GONZA TACOS Y TEQUILA,1849 S MAIN ST ,STE 100,WAKE FOREST,,27587,(919) 205-2500,2013-11-08T00:00:00.000Z,Restaurant,5097,-78.52626448,35.95102854,M
3415,04092016557,BURGER KING #19795,22114 S MAIN ST ,,,,27587,(919) 556-7773,2013-10-31T00:00:00.000Z,Restaurant,12371,0,0,U
3416,04092015967,CHARLIE'S KABOBS #2,929 HERITAGE LAKE  RD ,SUITE 700,WAKE FOREST,,27587,(919) 453-6284,2011-05-24T00:00:00.000Z,Restaurant,10914,-78.50377701,35.94688449,M
3417,04092015704,#1 CHINA WOK,942 GATEWAY COMMONS CIR ,,WAKE FOREST,,27587,(919) 570-1688,2010-08-30T00:00:00.000Z,Restaurant,18261,-78.49517848,35.9673291,M
3418,04092014509,Golden Corral #2485,11016 Capital BLVD,,WAKE FOREST,,27587,(919) 570-2808,2006-02-24T00:00:00.000Z,Restaurant,9390,-78.53774736,35.94776303,M
3419,04092016784,SCHIANO'S PIZZA PASTA WINGS,948 GATEWAY COMMONS CIRCLE,,WAKE FOREST,,27587,(919) 263-9177,2014-10-07T00:00:00.000Z,Restaurant,17556,-78.49517848,35.9673291,M
3420,04092021973,SAM'S CLUB #6976 DELI,11460 ROYAL COTTON RD ,,WAKE FOREST,,27587,(919) 263-6134,2016-08-22T00:00:00.000Z,Food Stand,7954,-78.53862938,35.95675315,M
3421,04092014497,MAGNOLIA KITCHEN,120 N Wingate ST,,WAKE FOREST,,27587,(919) 761-2170,2006-02-09T00:00:00.000Z,Restaurant,11656,-78.51005283,35.97920461,M
3422,04092017604,MOD PIZZA #7006,2815 ROGERS RD ,SUITE 102,WAKE FOREST,,27587,(919) 263-1211,2017-04-26T00:00:00.000Z,Restaurant,9408,-78.52502096,35.95329016,M
3423,04092018160,Dunkin' #351119,999 DURHAM  RD ,STE 103,WAKE FOREST,,27587,(919) 556-9007,2019-08-27T00:00:00.000Z,Restaurant,18250,-78.54726412,35.97582732,T
3424,04092017702,Tropical Smoothie Cafe,1009-120 Stadium DR ,,,,27587,(919) 371-4358,2017-10-05T00:00:00.000Z,Restaurant,16810,-78.52993342,35.99015656,M
3425,04092017236,WINE & BEER 101,1228-104 HERITAGE LINKS DR ,,,,27587,(919) 554-4638,2016-06-03T00:00:00.000Z,Restaurant,5959,-78.5032074,35.94680932,M
3426,04092021229,Dominos Pizza #4493,143-B S White St ,,,,27587,(919) 554-1155,2003-10-06T00:00:00.000Z,Food Stand,8020,-78.50964189,35.97818128,M
3427,04092017944,Chipotle #3212,11700 Retail DR ,,WAKE FOREST,,27587,(919) 562-0004,2018-08-22T00:00:00.000Z,Restaurant,16508,-78.5434927,35.96629568,M
3428,04092017928,Starbucks #53826,11720 Retail DR ,,WAKE FOREST,,27587,,2018-08-13T00:00:00.000Z,Restaurant,18508,-78.5434927,35.96629568,M
3429,04092021287,Harris Teeter #43 Deli,3638 Rogers Rd ,,WAKE FOREST,,27587,(919) 562-9521,2004-08-03T00:00:00.000Z,Food Stand,8672,-78.50482681,35.94464173,M
3430,04092017886,Backfins Crabhouse,1009-100 Stadium DR ,,,,27587,(919) 562-8500,2018-07-09T00:00:00.000Z,Restaurant,17087,-78.52993342,35.99015656,M
3431,04092017524,RUDINO'S PIZZA & GRINDERS HERITAGE,1000 FORESTVILLE RD.,SUITE 124,WAKE FOREST,,27587,(919) 569-6004,2017-02-16T00:00:00.000Z,Restaurant,16435,-78.5075981,35.94611021,M
3432,04092016978,THE BURGER SHOP,203 WAIT AVE ,,WAKE FOREST,,27587,(919) 562-2333,2015-07-07T00:00:00.000Z,Restaurant,19963,-78.50924596,35.9788861,M
3433,04092016256,WHITE STREET BREWING CO,218 S WHITE ST ,,WAKE FOREST,,27587,(919) 647-9439,2012-09-11T00:00:00.000Z,Restaurant,13054,-78.51016553,35.97750081,M
3434,04092030289,COUSIN'S MAINE LOBSTER #2 (WCID #517),Mobile Food Unit,,,,27587,(919) 559-2673,2015-09-28T00:00:00.000Z,Mobile Food Units,15962,0,0,U
3435,04092021289,Harris Teeter #43 Produce,3638 Rogers Rd ,,WAKE FOREST,,27587,(919) 562-9521,2004-08-03T00:00:00.000Z,Food Stand,5977,-78.50482681,35.94464173,M
3436,04092017274,HARRIS TEETER #43 STARBUCKS,3638 ROGERS RD ,,WAKE FOREST,,27587,(919) 562-9521,2016-06-24T00:00:00.000Z,Restaurant,10469,-78.50482681,35.94464173,M
3437,04092017111,BOJANGLES #51,1425 BROGDEN WOODS DR ,,WAKE FOREST,,27587,(919) 846-6564,2015-12-04T00:00:00.000Z,Restaurant,13497,-78.69147726,35.99120973,M
3438,04092017975,Asia Express,1040-128 Forestville RD ,,,,27587,(919) 562-8988,2018-11-08T00:00:00.000Z,Restaurant,13113,-78.50738549,35.94139,M
3439,04092018042,Bodega,110 S White ST ,,WAKE FOREST,,27587,(984) 235-4187,2019-01-25T00:00:00.000Z,Restaurant,11516,-78.50961846,35.97912263,M
3440,04092015661,FarmTable & Gatehouse Tavern,960 GATEWAY COMMONS CIR ,,WAKE FOREST,,27587,(919) 569-6714,2010-06-14T00:00:00.000Z,Restaurant,2490,-78.49517848,35.9673291,M
